Total duration: 53.5767s
File: /opt/conda/lib/python3.8/site-packages/torch/autograd/__init__.py
File duration: 31.3149s (58.45%)
Line #|      Hits|         Time| Time per hit|      %|Source code
   447|         0|            0|            0|  0.00%|
   448|         0|            0|            0|  0.00%|def _get_all_device_indices():
   449|         0|            0|            0|  0.00%|    # all device index
   450|         0|            0|            0|  0.00%|    return _get_device_attr(lambda m: list(range(m.device_count())))
   451|         0|            0|            0|  0.00%|
   452|         0|            0|            0|  0.00%|
   453|         0|            0|            0|  0.00%|def _get_devices_properties(device_ids):
   454|         0|            0|            0|  0.00%|    # all device properties
   455|         0|            0|            0|  0.00%|    return [_get_device_attr(lambda m: m.get_device_properties(i)) for i in device_ids]
   456|         0|            0|            0|  0.00%|
   457|         0|            0|            0|  0.00%|def get_current_device_index() -> int:
   458|         0|            0|            0|  0.00%|    r"""Checks if there are CUDA devices available and
   459|         0|            0|            0|  0.00%|    returns the device index of the current default CUDA device.
   460|         0|            0|            0|  0.00%|    Returns -1 in case there are no CUDA devices available.
   461|         0|            0|            0|  0.00%|    Arguments: ``None``
   462|         0|            0|            0|  0.00%|    """
   463|         0|            0|            0|  0.00%|    if torch.cuda.device_count() > 0:
   464|         0|            0|            0|  0.00%|        return torch.cuda.current_device()
   465|         0|            0|            0|  0.00%|    return -1
   466|         0|            0|            0|  0.00%|
   467|       244|   0.00118804|  4.86902e-06|  0.00%|def _get_device_index(device: Any, optional: bool = False, allow_cpu: bool = False) -> int:
   468|         0|            0|            0|  0.00%|    r"""Gets the device index from :attr:`device`, which can be a torch.device
   469|         0|            0|            0|  0.00%|    object, a Python integer, or ``None``.
   470|         0|            0|            0|  0.00%|
   471|         0|            0|            0|  0.00%|    If :attr:`device` is a torch.device object, returns the device index if it
   472|         0|            0|            0|  0.00%|    has index. Note that for a device without a specified index,
   473|         0|            0|            0|  0.00%|    i.e., ``torch.device('xxx')``, this will return the current default
   474|         0|            0|            0|  0.00%|    device of that type if :attr:`optional` is ``True``. If :attr:`allow_cpu` is ``True``,
   475|         0|            0|            0|  0.00%|    CPU devices will be accepted and ``-1`` will be returned in this case.
   476|         0|            0|            0|  0.00%|
   477|         0|            0|            0|  0.00%|    If :attr:`device` is a Python integer, it is returned as is.
   478|         0|            0|            0|  0.00%|
   479|         0|            0|            0|  0.00%|    If :attr:`device` is ``None``, this will return the current default
   480|         0|            0|            0|  0.00%|    device of the supported runtime platform if :attr:`optional` is ``True``.
   481|         0|            0|            0|  0.00%|    i.e., the current default CUDA device will be returned if CUDA runtime is supported.
   482|         0|            0|            0|  0.00%|    """
   483|       244|    0.0015583|  6.38649e-06|  0.00%|    if isinstance(device, str):
   484|         0|            0|            0|  0.00%|        device = torch.device(device)
   485|       244|   0.00100207|  4.10686e-06|  0.00%|    device_idx: Optional[int] = None
   486|       244|   0.00140285|  5.74941e-06|  0.00%|    if isinstance(device, torch.device):
   487|         0|            0|            0|  0.00%|        if not allow_cpu and device.type == 'cpu':
   488|         0|            0|            0|  0.00%|            raise ValueError('Expected a non cpu device, but got: {}'.format(device))
   489|         0|            0|            0|  0.00%|        device_idx = -1 if device.type == 'cpu' else device.index
   490|       244|   0.00135398|  5.54909e-06|  0.00%|    if isinstance(device, int):
   491|       244|  0.000928164|  3.80395e-06|  0.00%|        device_idx = device
   492|       244|  0.000904799|  3.70819e-06|  0.00%|    if device_idx is None:
   493|         0|            0|            0|  0.00%|        if optional:
   494|         0|            0|            0|  0.00%|            # The eager API _get_current_device_index uses `lambda` functions which are
   495|         0|            0|            0|  0.00%|            # not supported in JIT and hence not scriptable. The JIT equivalent API to get
   496|         0|            0|            0|  0.00%|            # the current device index is `get_current_device_index()` which can
   497|         0|            0|            0|  0.00%|            # be scripted. We use is_scripting to check the mode we are in and call the
   498|         0|            0|            0|  0.00%|            # appropriate API.
   499|         0|            0|            0|  0.00%|            if torch.jit.is_scripting():
   500|         0|            0|            0|  0.00%|                device_idx = get_current_device_index()
   501|         0|            0|            0|  0.00%|            else:
   502|         0|            0|            0|  0.00%|                device_idx = _get_current_device_index()
   503|         0|            0|            0|  0.00%|        else:
   504|         0|            0|            0|  0.00%|            raise ValueError('Expected a torch.device with a specified index '
   505|         0|            0|            0|  0.00%|                             'or an integer, but got:{}'.format(device))
   506|       244|  0.000893831|  3.66324e-06|  0.00%|    return device_idx
   507|         0|            0|            0|  0.00%|
   508|         0|            0|            0|  0.00%|
   509|         0|            0|            0|  0.00%|def _handle_complex(tensor):
   510|         0|            0|            0|  0.00%|    """
